dateTime,temperature
2017-01-01 21:23:08,80
2016-09-12 13:30:54,-132
2017-09-29 13:15:15,-44
2017-05-12 23:08:17,11
2017-01-09 13:14:41,-105
2016-08-15 11:06:17,65
2017-04-11 00:18:25,-104
2016-07-30 09:06:07,48
2016-12-16 01:33:15,53
2015-11-20 01:05:03,-83
2016-03-15 09:49:48,-122
2017-05-29 13:38:52,-130
2016-01-02 07:15:14,12
2017-11-01 12:46:36,46
2016-01-05 15:05:40,-49
2016-09-13 02:34:40,143
2017-06-13 23:41:44,-144
2016-12-10 21:01:20,89
2016-12-06 16:26:58,32
2017-01-26 13:45:44,-108
2017-01-26 03:25:43,-78
2016-07-27 14:37:28,59
2016-02-14 11:37:23,-86
2017-03-16 08:00:17,-46
2016-03-13 03:58:12,127
2017-09-07 03:58:25,108
2016-10-28 03:05:08,-141
2017-05-05 04:12:55,-98
2016-05-12 07:06:08,129
2016-02-10 10:24:36,35
2016-11-04 19:20:27,-80
2016-01-26 20:36:31,-82
2017-11-03 05:54:36,-73
2017-09-17 00:52:03,6
2015-11-18 08:52:14,-39
2017-08-21 17:20:47,142
2016-06-23 11:44:24,-59
2016-02-03 20:11:28,22
2016-03-27 12:02:03,-44
2016-03-02 11:06:43,-131
2016-09-26 11:40:25,-148
2017-07-20 06:32:31,-71
2016-05-07 14:27:16,110
2016-05-25 16:41:51,-128
2017-09-11 04:29:43,60
2017-06-26 12:55:24,30
2017-08-10 14:06:14,-30
2017-07-11 08:33:00,97
2017-05-19 18:11:21,25
2016-04-16 23:34:13,-49
2017-03-07 20:29:50,107
2016-02-06 10:19:57,-24
2017-04-08 04:40:21,106
2016-02-26 02:19:32,-34
2017-03-25 22:38:14,149
2016-11-05 22:32:31,32
2015-11-22 21:51:11,29
2017-06-28 07:18:21,-55
2016-12-02 20:44:03,-144
2016-04-06 08:08:14,-39
2016-06-11 02:21:31,-132
2016-07-17 22:55:51,-97
2016-11-20 15:13:26,38
2016-06-08 16:06:57,-87
2016-09-10 12:29:02,-58
2017-05-11 18:51:36,-97
2016-05-17 14:18:30,-49
2017-08-24 01:07:00,-50
2015-12-11 07:29:42,134
2017-11-07 03:18:45,19
2016-11-10 08:01:35,58
2017-03-30 08:13:54,-16
2017-04-27 13:11:30,-104
2017-03-21 19:24:54,-93
2016-03-08 14:33:39,-89
2017-04-06 02:14:52,48
2017-11-04 04:59:46,-74
2015-11-15 23:58:34,-95
2016-09-23 14:30:15,-79
2017-03-23 18:08:35,8
2016-04-30 09:52:01,110
2016-09-05 22:01:34,-37
2015-12-13 02:47:32,148
2016-08-12 19:02:59,-35
2016-11-03 06:07:18,138
2016-07-14 23:13:03,6
2017-09-14 04:35:31,146
2015-11-26 00:36:58,-20
2016-09-25 19:14:04,-47
2015-11-19 16:10:46,-28
2017-02-24 20:03:50,101
2016-02-06 11:20:45,78
2016-09-06 18:34:45,77
2017-08-06 01:48:31,100
2017-07-21 23:59:45,-57
2017-01-31 22:52:38,-94
2016-11-14 13:53:24,-139
2016-04-21 02:19:34,139
2016-08-22 19:06:07,15
2016-08-12 14:01:35,95
2017-09-15 03:19:07,114
2017-01-24 11:11:43,61
2016-11-05 19:38:38,101
2016-07-28 19:10:34,114
2017-10-28 06:53:25,-86
2017-11-12 16:44:06,-124
2016-11-23 16:38:03,9
2017-09-02 05:06:20,-134
2017-07-05 10:42:10,-146
2015-12-17 13:00:18,-68
2016-04-25 03:10:11,-63
2017-08-30 00:23:36,-106
2016-05-19 20:50:25,-74
2017-04-02 02:33:09,-57
2016-03-24 03:43:12,-74
2016-01-24 08:13:19,128
2017-01-15 21:15:36,146
2016-06-19 23:51:13,-125
2017-01-03 17:13:30,72
2016-12-01 23:29:43,1
2016-10-29 06:34:58,136
2017-06-04 22:52:08,-52
2017-05-14 09:10:03,88
2016-08-01 16:27:28,82
2016-01-10 04:12:08,95
2015-12-05 09:46:51,110
2016-03-24 12:02:29,18
2017-07-23 21:25:10,-119
2017-08-29 21:33:48,-83
2017-10-25 09:34:25,-108
2016-08-30 09:58:58,-58
2017-01-19 12:05:40,-13
2016-12-27 07:32:33,-72
2015-11-30 14:42:24,-47
2016-10-23 18:00:58,38
2016-12-14 07:56:28,31
2016-06-09 20:08:45,32
2016-12-21 22:00:27,14
2017-04-15 14:06:47,-130
2016-04-20 05:00:45,113
2016-03-28 20:03:46,-60
2017-02-23 09:24:53,-9
2016-03-16 20:17:19,80
2016-07-05 10:27:47,-56
2016-09-28 01:37:21,147
2016-10-03 05:40:36,117
2017-05-04 23:42:17,-103
2017-01-02 11:58:42,33
2016-08-18 19:51:15,-143
2015-11-24 08:56:43,-134
2016-03-07 14:53:20,22
2016-09-25 13:29:50,-44
2017-04-26 19:49:49,-41
2016-02-06 20:44:09,86
2017-06-12 05:09:08,-1
2016-06-05 12:20:32,-145
2017-06-24 05:05:56,22
2016-09-29 06:03:05,10
2016-04-04 20:50:40,6
2016-08-29 14:59:47,126
2016-07-14 18:43:48,-41
2017-07-11 10:27:58,50
2017-09-08 17:54:04,64
2016-06-24 12:37:37,145
2017-08-06 08:11:11,-3
2017-05-14 14:26:32,66
2017-02-22 00:50:43,107
2016-09-15 03:22:01,-144
2017-02-21 15:08:21,133
2016-09-09 13:15:33,-32
2015-12-07 03:43:34,44
2016-10-30 06:17:27,-9
2017-07-14 22:30:03,4
2017-04-19 16:32:11,-56
2017-08-29 17:10:24,-119
2015-11-27 12:44:10,55
2016-01-03 23:52:15,-67
2017-04-26 01:38:30,109
2016-02-26 19:18:52,-136
2015-11-28 13:15:55,39
2017-03-29 16:29:10,-34
2017-11-02 21:51:53,104
2016-01-04 17:52:21,-70
2016-06-17 03:48:56,133
2015-12-05 17:54:43,-84
2017-05-05 04:38:14,-5
2015-11-22 20:30:27,33
2016-10-14 20:45:51,71
2016-12-14 13:22:25,-17
2016-09-11 20:48:34,69
2016-11-29 11:50:07,52
2016-05-21 03:21:28,-127
2017-03-02 19:58:31,123
2017-09-13 04:50:49,-73
2016-08-06 04:22:09,128
2016-02-07 15:29:29,-71
2017-04-09 01:23:59,91
2017-05-28 04:32:46,74
2017-07-04 16:50:24,25
2015-12-31 14:22:29,-73
2017-10-31 09:08:27,8
2016-10-27 20:29:57,12
2016-07-02 07:48:16,94
2016-05-16 18:39:41,-129
2015-12-12 01:23:11,126
2017-01-05 21:03:55,-53
2017-10-11 20:57:35,-142
2016-09-09 19:20:57,-31
2016-07-13 02:37:26,-1
2016-11-25 19:32:05,27
2016-04-01 10:23:20,-10
2016-09-11 20:00:45,-39
2016-09-01 14:44:58,-82
2016-04-09 23:47:52,-98
2017-04-10 19:03:55,131
2016-08-07 01:06:40,121
2016-09-06 19:49:25,-95
2017-08-25 16:37:04,-88
2017-07-14 05:55:57,-123
2017-08-31 14:18:12,-43
2017-05-20 03:35:54,-107
2016-11-24 14:02:46,65
2016-10-29 19:19:29,-33
2017-06-03 00:53:20,16
2015-11-27 18:55:22,113
2017-04-11 11:43:53,14
2016-12-01 02:02:18,-24
2017-01-28 07:03:41,-85
2017-01-19 01:03:58,-72
2017-09-18 14:07:47,-98
2016-03-01 15:58:38,-1
2017-05-16 09:47:22,-118
2016-08-24 22:36:33,-121
2016-03-24 00:56:12,29
2017-11-09 13:32:28,-61
2017-07-10 05:34:31,103
2017-09-20 16:36:36,78
2017-02-22 15:26:23,73
2016-06-08 12:44:28,-132
2016-04-30 01:01:34,109
2017-08-15 06:41:15,137
2017-10-22 02:03:41,-66
2016-08-12 09:54:44,34
2017-10-14 03:49:52,-95
2017-05-22 17:34:53,-8
2016-07-29 16:37:10,-86
2017-03-27 09:41:31,-135
2017-02-09 12:00:46,-66
2016-08-18 02:24:06,-147
2015-12-25 02:58:06,-109
2016-12-15 11:27:02,27
2016-03-26 01:06:58,50
2017-09-22 11:20:08,33
2017-07-16 17:55:29,-45
2017-08-13 20:55:10,50
2017-10-24 12:21:10,-36
2016-07-04 05:55:27,-12
2015-12-07 03:55:59,-72
2016-09-22 05:53:15,42
2016-08-21 17:08:05,108
2016-07-15 05:01:05,58
2017-08-27 04:04:14,89
2017-08-15 09:22:29,-47
2016-03-17 05:52:25,-83
2017-03-05 17:16:27,-78
2017-07-18 00:09:59,-61
2017-08-05 15:29:00,84
2017-08-04 17:07:37,130
2016-02-21 15:07:43,-84
2017-07-17 22:35:57,-73
2016-12-21 18:15:56,69
2016-12-18 01:46:50,70
2016-12-25 16:42:00,111
2017-10-02 18:58:42,-87
2016-01-26 02:36:12,-132
2017-06-28 13:28:36,66
2017-01-06 02:47:24,137
2017-01-31 07:10:59,-13
2016-10-18 09:18:07,106
2017-02-07 01:19:24,61
2016-12-27 14:22:34,72
2016-09-12 08:00:00,-37
2015-12-27 21:40:02,3
2015-11-30 14:26:55,-12
2016-07-29 14:53:31,-13
2015-12-01 18:39:36,64
2016-09-16 07:23:51,-55
2016-01-16 06:38:45,106
2015-11-17 11:06:36,17
2016-05-14 11:39:14,67
2017-11-08 09:22:21,111
2017-01-16 22:08:19,58
2016-12-18 00:33:30,-127
2017-07-30 09:49:27,110
2016-12-24 23:39:54,-105
2017-07-11 00:27:53,13
2016-05-26 02:01:40,147
2017-10-23 03:17:49,-34
2017-08-29 01:59:07,33
2016-02-18 21:29:11,14
2016-08-30 09:05:10,-68
2017-03-24 12:41:14,-102
2016-02-03 21:22:05,123
2016-12-03 11:53:18,10
2016-03-25 05:34:38,64
2016-02-29 08:17:57,-130
2017-09-16 07:49:53,-26
2016-04-14 18:15:02,76
2017-05-15 18:26:38,-37
2016-02-28 10:59:36,7
2017-10-21 23:22:36,27
2017-03-24 23:27:38,37
2017-04-12 22:15:50,-6
2016-01-30 01:35:02,33
2017-10-23 11:23:23,-70
2017-01-11 03:04:38,104
2017-10-04 11:01:23,57
2016-03-29 20:16:54,-67
2015-12-21 00:48:31,-7
2016-10-30 23:06:52,-92
2017-10-19 10:20:07,-131
2016-03-15 17:12:22,102
2016-01-22 14:47:58,33
2017-06-02 07:32:19,-27
2016-10-07 01:47:00,-77
2016-05-15 10:35:50,8
2016-10-02 09:28:33,-54
2016-10-06 15:19:54,-110
2016-07-09 12:51:08,-68
2017-08-12 00:37:14,46
2016-12-29 05:16:00,-114
2017-03-28 06:17:56,-54
2016-05-09 18:03:33,40
2016-04-01 15:51:08,145
2017-08-15 14:24:15,-97
2016-05-10 08:23:34,-56
2017-05-01 08:50:14,14
2016-09-06 11:49:16,79
2017-02-16 15:53:23,147
2017-02-28 05:30:03,-137
2017-05-13 17:39:11,53
2016-12-15 16:35:22,103
2017-01-30 04:44:56,-101
2017-10-31 12:20:02,52
2016-10-12 03:42:40,-29
2016-04-07 22:00:12,42
2016-04-11 17:48:27,-16
2016-12-11 18:26:19,6
2016-01-24 17:50:19,-12
2017-02-10 11:12:29,123
2016-06-03 09:45:34,47
2017-11-07 00:52:41,-52
2016-04-29 01:49:57,-85
2017-10-22 00:45:05,-89
2017-05-20 06:27:55,-5
2015-12-17 01:51:25,-32
2016-07-08 18:34:26,136
2016-04-09 10:14:26,-56
2015-11-24 01:02:15,-143
2016-05-19 23:11:28,-79
2017-01-07 03:54:32,55
2017-08-16 14:13:26,90
2016-03-11 01:20:17,79
2017-09-23 18:20:17,139
2016-03-19 09:20:19,-72
2016-12-21 16:59:20,-88
2017-07-08 12:50:19,23
2017-10-03 06:05:52,-146
2017-10-26 07:22:08,135
2017-11-02 01:37:54,-1
2017-01-21 05:26:08,117
2016-08-06 01:29:37,-46
2016-06-09 12:31:58,129
2017-07-28 03:18:46,42
2016-02-10 03:52:22,-84
2017-03-01 22:36:09,112
2017-08-07 08:18:34,51
2017-01-10 21:50:07,-64
2016-08-31 11:09:09,-149
2016-09-24 18:04:43,-90
2016-02-08 20:39:41,38
2016-09-27 12:14:22,17
2017-09-08 06:33:40,96
2016-09-11 13:53:13,15
2017-03-07 03:34:53,135
2015-12-07 15:20:48,-19
2016-01-02 14:51:41,-73
2016-07-10 15:30:12,12
2017-04-16 06:02:42,-147
2016-11-25 07:59:46,-28
2016-07-02 09:58:29,95
2017-09-06 22:03:25,136
2016-06-13 02:56:26,-25
2016-10-01 13:43:56,-125
2017-04-02 14:44:06,131
2016-07-09 01:00:13,28
2016-01-12 14:37:02,-7
2016-02-23 17:36:38,77
2017-06-01 09:00:16,130
2016-01-14 21:36:08,8
2017-07-10 01:22:37,28
2017-07-30 03:20:18,-49
2015-12-29 06:01:21,68
2017-08-27 03:57:33,133
2016-05-19 01:10:20,77
2016-10-18 18:57:15,121
2016-02-07 21:54:08,-108
2016-11-27 03:26:37,-105
2017-05-19 22:57:39,78
2017-03-17 17:49:52,17
2017-09-20 20:57:45,-124
2016-11-21 10:08:46,-19
2016-12-14 10:34:43,-84
2015-11-19 03:17:03,-81
2015-12-17 06:34:45,75
2017-09-21 05:46:29,-75
2016-05-05 19:15:58,71
2016-02-26 10:46:57,-36
2017-06-16 10:06:48,-97
2016-06-29 08:53:04,-44
2015-12-11 06:55:52,19
2016-10-13 23:32:47,90
2016-10-06 03:36:42,150
2016-05-21 21:36:22,-79
2016-05-16 09:58:53,31
2016-03-17 12:25:03,3
2016-07-27 17:06:53,5
2017-08-01 21:24:22,-20
2016-07-09 17:59:54,-58
2017-09-12 23:44:01,10
2016-10-17 10:20:15,23
2016-11-23 08:19:34,82
2017-03-16 09:55:39,-61
2017-05-11 11:24:01,129
2015-12-01 11:23:47,-92
2015-12-04 19:22:12,27
2017-01-19 16:22:13,71
2016-07-29 02:51:00,99
2016-01-23 06:51:29,105
2017-05-13 11:22:38,-113
2016-09-24 11:13:33,-56
2016-04-12 00:30:40,94
2017-02-25 06:59:32,-21
2016-03-18 01:13:36,44
2016-02-05 15:39:31,104
2016-06-24 08:23:02,-127
2016-07-28 06:56:17,-99
2016-05-13 21:55:11,45
2016-09-14 16:29:23,79
2017-03-16 06:00:35,-60
2016-10-06 14:41:29,147
2016-11-10 14:11:45,30
2016-10-29 23:44:29,20
2016-02-01 02:54:51,78
2017-11-10 11:22:30,-142
2017-05-30 21:33:41,130
2017-10-24 09:14:00,126
2016-03-17 21:18:44,44
2016-06-16 20:25:39,-132
2015-12-03 02:09:58,66
2016-12-03 12:26:10,6
2016-01-02 10:34:16,-84
2017-09-16 19:18:27,-21
2016-07-29 22:18:30,-87
2017-01-29 13:44:25,-6
2016-03-15 06:19:25,-41
2017-10-13 04:20:20,24
2016-02-02 17:43:41,-70
2017-04-27 21:50:35,-34
2016-08-11 23:06:01,-123
2016-09-02 01:40:11,-141
2015-12-23 13:24:12,-102
2017-03-07 05:26:48,45
2017-07-06 23:40:30,-70
2016-12-27 06:20:22,29
2017-03-03 19:18:58,-63
2016-11-12 17:01:21,55
2017-09-16 19:02:08,-82
2017-02-02 14:38:40,-24
2016-07-21 09:10:28,-142
2017-03-10 05:51:10,-134
2016-12-18 13:13:45,8
2016-01-01 06:57:11,100
2016-07-25 05:02:03,117
2017-06-08 09:17:41,109
2016-08-24 10:17:03,1
2016-04-27 13:42:07,-62
2016-01-03 22:37:13,-82
2017-08-25 21:16:54,-85
2017-07-24 05:41:28,-29
2016-03-02 11:44:50,28
2016-02-17 07:02:06,-58
2017-05-16 08:57:07,105
2016-01-25 22:28:28,-108
2017-09-26 18:32:20,-15
2016-06-30 01:18:06,-35
2016-01-07 18:33:52,-105
2017-01-21 00:29:46,113
2017-09-06 23:02:27,85
2016-08-25 09:37:04,-111
2016-01-11 16:52:17,-86
2017-09-23 11:43:01,112
2017-08-10 12:15:03,-73
2017-08-13 22:35:17,76
2016-07-04 01:04:41,-16
2015-11-25 17:28:23,-64
2017-04-05 03:09:42,12
2017-03-17 15:14:55,40
2015-12-27 00:30:57,16
2016-09-29 10:53:17,-143
2016-05-29 16:48:58,1
2017-03-04 20:25:12,-25
2017-01-13 03:58:40,133
2016-11-19 08:51:28,-89
2017-10-06 03:00:01,43
2016-02-09 23:05:57,-87
2016-06-20 03:23:25,-136
2017-01-24 04:47:40,32
2017-10-05 04:54:47,-44
2016-11-19 01:55:27,-90
2017-03-11 11:21:23,80
2017-01-10 09:43:07,24
2016-07-11 05:23:23,-55
2016-06-10 13:11:52,-100
2017-05-29 08:54:56,144
2017-07-23 20:57:07,84
2016-07-28 14:55:43,-149
2015-12-02 20:53:51,59
2017-05-24 21:52:15,28
2016-12-20 15:57:58,-17
2016-12-16 16:31:40,113
2017-06-06 19:34:51,-120
2017-05-27 10:15:51,60
2016-10-22 03:43:52,114
2016-12-27 19:43:03,-81
2016-06-16 09:59:19,36
2016-01-03 18:28:47,27
2016-08-06 10:08:12,-74
2017-01-09 08:55:06,7
2017-06-25 14:20:26,82
2015-12-16 06:21:07,112
2016-01-15 08:28:27,125
2017-03-27 05:46:44,138
2016-04-22 12:55:07,-138
2017-06-06 21:56:35,22
2016-11-14 23:30:24,73
2016-10-11 18:49:02,8
2015-12-15 15:07:00,84
2016-04-12 16:25:52,1
2016-05-14 00:01:04,117
2017-04-07 23:01:41,-134
2016-12-07 01:24:33,-132
2017-06-08 22:46:38,58
2016-02-02 16:23:11,-69
2016-10-19 01:02:24,35
2016-12-31 13:00:58,6
2015-12-01 19:28:48,132
2016-10-01 07:39:42,-127
2017-04-12 22:50:30,45
2017-02-21 22:31:25,1
2016-07-05 17:53:29,-106
2016-05-09 18:09:47,-81
2015-12-26 06:12:09,-120
2016-10-28 06:38:56,-74
2016-11-03 04:19:39,-133
2015-12-19 12:29:17,53
2016-08-31 19:26:09,45
2016-11-29 21:29:47,76
2017-01-10 10:28:58,11
2017-10-02 09:15:02,-85
2017-01-22 09:09:43,130
2016-12-26 08:31:58,134
2016-10-06 05:34:52,-37
2016-01-22 01:47:17,150
2016-09-22 04:06:28,85
2017-03-25 17:29:35,130
2017-08-18 11:32:18,-117
2017-07-17 15:07:14,26
2016-04-12 17:10:01,-91
2017-06-05 14:50:20,36
2017-01-05 07:20:00,57
2016-07-13 23:20:30,33
2016-03-02 07:39:53,51
2016-02-11 21:15:47,-107
2016-01-30 15:19:02,-91
2017-05-21 04:10:28,-21
2017-05-20 12:22:16,-37
2016-09-11 21:02:13,66
2017-02-26 16:38:58,-63
2017-10-16 21:37:53,77
2016-06-14 01:38:45,15
2017-05-19 07:03:36,40
2017-05-03 21:25:09,-87
2016-03-27 14:50:17,96
2016-08-25 13:52:05,-46
2017-09-06 18:01:16,-150
2016-06-20 16:31:37,80
2017-02-07 15:11:01,98
2016-11-30 06:49:11,-14
2015-11-18 18:08:36,97
2017-09-30 11:27:23,90
2016-05-05 17:31:56,18
2017-01-09 18:07:49,40
2015-12-31 05:30:35,61
2017-04-09 11:03:24,97
2015-11-24 03:42:44,-41
2017-04-10 17:36:32,-79
2017-08-07 22:42:18,-43
2016-03-12 08:35:28,-136
2017-10-03 07:26:35,46
2016-05-01 06:23:11,-23
2016-02-15 17:01:30,79
2015-11-24 08:48:22,-58
2017-06-16 19:49:40,-124
2017-03-30 02:40:15,-148
2016-04-22 07:50:24,43
2017-09-06 15:45:14,-45
2016-11-11 01:54:10,82
2016-10-07 02:37:15,93
2016-12-16 02:14:05,-12
2017-04-04 07:39:44,-97
2016-07-24 12:35:50,120
2016-10-08 16:04:57,-56
2016-12-09 06:54:45,68
2015-11-30 03:50:57,-38
2017-10-02 08:32:14,-51
2017-07-06 08:33:38,-38
2017-03-05 18:56:56,-86
2017-07-31 16:27:38,5
2016-10-20 07:28:53,62
2017-08-22 12:25:58,30
2015-12-21 17:19:52,-54
2015-11-16 20:29:58,66
2015-11-15 23:34:12,3
2015-11-15 16:05:06,-47
2017-01-07 02:53:05,118
2016-03-13 02:38:10,5
2017-10-07 02:01:07,8
2016-04-19 14:52:52,-8
2016-07-27 17:58:22,-141
2017-02-20 03:05:44,-71
2017-07-28 06:28:35,-127
2016-04-24 03:10:15,-2
2017-05-13 17:09:33,123
2016-09-29 15:41:38,-137
2016-05-24 09:27:59,70
2017-01-23 19:35:43,-76
2017-07-22 01:30:17,-143
2016-08-12 22:36:36,101
2017-08-26 19:49:55,-94
2017-05-29 16:02:54,32
2017-10-13 15:11:39,-116
2016-06-15 10:59:11,73
2016-01-27 14:07:38,-116
2017-03-13 04:47:55,-106
2016-01-06 06:50:46,88
2016-02-04 18:33:59,-49
2016-07-03 00:16:43,-125
2015-11-22 21:37:36,-140
2016-11-12 04:22:22,128
2015-12-11 23:04:16,-66
2016-08-04 11:37:04,-18
2016-02-13 18:11:52,11
2016-07-04 08:28:17,-107
2016-12-17 00:03:02,31
2017-01-23 16:35:42,33
2015-11-17 10:32:05,6
2016-01-28 10:45:58,-70
2016-01-08 11:35:23,100
2016-02-10 06:58:00,-3
2017-10-04 17:37:26,9
2016-07-21 09:35:50,65
2017-06-05 00:22:02,19
2017-04-16 06:21:07,-64
2017-09-23 12:00:22,-93
2016-01-23 06:50:58,-107
2016-01-20 00:25:16,-119
2017-05-13 20:12:53,110
2016-07-03 06:30:09,-140
2017-02-05 02:56:30,-41
2016-01-16 05:25:53,-41
2017-01-23 19:05:43,-14
2016-11-15 12:20:57,37
2016-08-18 00:48:50,-123
2016-05-29 21:02:17,-70
2016-06-22 06:17:15,43
2016-06-20 22:14:05,-81
2017-08-29 08:10:34,146
2017-10-13 12:36:54,-89
2016-04-22 07:58:28,-41
2017-07-19 17:37:05,77
2016-07-18 14:26:47,136
2015-12-28 04:59:01,-21
2017-06-04 19:41:03,-4
2016-05-21 18:00:10,-95
2017-03-05 10:34:11,-4
2016-09-04 21:13:21,51
2016-10-17 14:24:55,-121
2015-11-23 08:00:04,-78
2017-06-27 19:54:29,-17
2017-04-10 04:28:40,-2
2017-04-08 15:27:56,-118
2017-11-12 20:35:33,104
2016-02-08 07:49:07,-9
2016-12-20 09:15:29,-133
2016-10-27 12:43:22,-45
2017-08-10 03:02:43,-105
2017-03-29 19:00:10,138
2017-01-30 09:16:52,-110
2016-10-25 07:45:40,-118
2017-11-06 00:52:27,-140
2016-06-27 16:11:01,-108
2016-07-08 08:40:02,130
2017-02-01 21:49:48,141
2017-05-06 20:55:09,66
2016-03-17 08:57:45,-94
2017-04-07 06:14:16,138
2016-02-19 03:29:48,29
2016-08-01 01:38:20,-41
2017-07-13 20:22:30,129
2017-01-01 14:05:33,-147
2016-04-10 18:05:05,-108
2016-12-04 02:38:19,-59
2016-02-25 20:35:19,-116
2017-01-07 23:11:12,-45
2017-06-29 16:43:25,115
2016-10-28 10:22:51,25
2017-10-20 09:11:31,-136
2016-07-31 03:46:10,-120
2017-02-13 21:15:17,-74
2017-07-19 02:16:02,146
2017-08-04 09:13:49,-98
2017-02-08 10:10:27,19
2015-12-09 10:41:27,-115
2015-12-04 22:53:34,-54
2016-09-02 07:36:33,110
2016-02-13 05:33:05,-64
2016-11-03 04:20:31,115
2016-10-26 18:24:03,15
2017-08-07 17:01:46,-10
2016-03-21 20:53:43,105
2017-02-19 15:09:44,-56
2015-12-24 01:19:49,119
2016-03-02 14:44:21,1
2016-08-05 02:54:30,-90
2016-03-01 00:48:52,-111
2016-06-23 01:54:12,-24
2017-10-29 18:13:32,-16
2016-02-20 14:32:38,72
2016-11-27 05:27:30,11
2017-08-13 03:03:18,33
2016-10-31 20:18:22,109
2017-05-06 20:40:44,-140
2017-04-14 05:07:20,53
2017-08-01 22:45:46,-19
2016-08-15 13:27:00,-78
2017-01-19 10:39:02,-149
2017-04-04 14:52:12,-56
2017-04-10 15:13:51,38
2017-09-07 23:46:30,-75
2016-09-24 14:45:21,121
2016-03-10 13:55:49,81
2016-11-21 22:11:48,118
2016-01-03 17:22:56,123
2017-09-17 21:04:41,-132
2016-04-20 11:55:04,126
2017-08-25 20:49:46,89
2016-09-07 02:29:25,-97
2016-11-23 19:42:14,-128
2016-08-04 11:21:04,73
2017-03-14 05:03:10,-65
2016-05-08 00:54:58,26
2017-08-10 20:42:39,-126
2016-06-06 19:24:25,-77
2016-02-26 07:58:42,-21
2016-11-27 03:45:06,-62
2016-08-16 12:56:01,-15
2015-11-14 12:52:22,113
2016-09-21 23:35:35,81
2016-07-25 04:51:57,69
2016-10-29 22:44:58,100
2017-10-01 18:01:10,-98
2017-07-21 18:33:49,100
2016-08-16 22:42:36,39
2016-09-27 12:50:24,80
2016-01-25 15:34:10,-68
2017-02-11 23:10:56,139
2016-08-21 19:44:59,27
2017-03-08 10:27:48,118
2016-12-08 09:58:25,47
2016-03-05 05:15:25,37
2016-11-20 22:01:11,35
2016-05-13 16:45:33,-21
2016-03-20 02:54:13,57
2017-10-05 05:04:47,127
2016-04-15 08:33:02,-42
2017-03-17 22:04:15,51
2017-07-27 15:50:18,-81
2017-04-07 03:44:43,123
2016-04-19 09:40:16,-79
2017-02-01 11:58:30,-76
2017-02-21 21:38:14,9
2016-11-11 13:06:26,-71
2017-03-30 01:00:44,-88
2016-04-24 22:38:10,32
2017-05-03 00:16:08,-61
2016-07-12 14:49:24,-149
2016-09-11 09:37:35,-81
2016-02-09 20:22:55,4
2017-03-18 16:38:23,2
2015-12-13 01:07:42,127
2017-11-02 00:42:40,0
2016-02-25 19:06:57,-112
2017-09-09 04:54:28,-46
2016-10-12 16:35:59,102
2017-06-26 18:09:06,-58
2017-02-18 23:35:33,131
2017-04-16 10:37:58,30
2016-02-28 22:07:45,-135
2017-08-06 23:59:27,-14
2017-05-08 03:35:34,27
2017-01-09 06:19:57,-6
2015-11-26 23:10:46,95
2017-11-12 23:32:54,38
2015-12-14 17:53:24,143
2016-11-18 03:11:25,-59
2015-12-29 02:14:15,-120
2016-08-24 15:19:45,-39
2015-12-10 19:19:13,81
2017-06-08 08:03:31,-92
2016-12-04 10:56:33,133
2015-12-27 18:36:10,-106
2016-08-04 10:22:11,-52
2016-04-27 10:05:54,-67
2016-04-14 04:33:55,-102
2017-03-11 04:52:28,34
2016-01-29 02:28:26,88
2016-06-18 23:32:47,-107
2017-04-19 06:41:16,-100
2016-02-23 22:30:44,130
2016-01-18 02:10:48,92
2016-08-28 08:35:03,-130
2017-07-26 04:29:26,62
2016-07-30 17:03:49,-51
2017-08-21 19:59:30,-63
2016-08-05 09:35:59,31
2017-05-02 14:24:25,77
2017-08-01 01:49:30,-145
2016-11-09 23:33:36,-58
2016-08-24 08:41:20,134
2017-10-04 17:17:22,58
2017-09-29 04:38:34,54
2016-11-18 19:37:55,-14
2016-09-26 00:22:05,28
2017-01-06 12:04:33,139
2016-03-26 08:28:38,3
2016-07-18 15:32:41,129
2017-04-24 19:47:22,-112
2016-03-28 17:39:19,-86
2017-02-28 01:38:24,140
2016-02-23 07:02:07,42
2016-07-15 15:39:44,-6
2016-08-12 15:25:57,130
2017-09-11 01:17:39,0
2017-11-02 11:56:39,-133
2016-06-15 12:53:40,-17
2016-12-20 23:42:53,141
2016-09-30 18:42:32,112
2016-08-25 11:10:18,-112
2017-10-07 06:01:34,-95
2017-06-12 02:09:45,-65
2016-09-30 13:17:35,80
2016-01-05 10:58:24,-47
2017-03-22 06:58:25,-132
2016-03-01 01:49:18,50
2017-11-11 19:51:57,131
2016-03-31 13:24:48,-97
2016-01-15 20:42:20,96
2017-01-16 20:16:14,54
2016-01-01 16:18:41,-13
2016-09-19 02:28:06,-133
2016-10-07 11:28:25,-126
2016-04-17 06:16:58,105
2017-05-23 13:21:01,24
2016-11-30 17:35:38,-139
2017-08-15 22:33:51,68
2016-03-10 17:30:07,89
2016-03-08 14:27:57,49
2017-02-06 11:10:11,-121
2016-04-04 02:33:41,8
2017-09-22 06:23:30,-45
2017-05-12 06:22:23,84
2016-04-24 13:07:56,116
2016-10-23 11:42:10,-106
2016-09-25 03:00:02,121
2017-10-27 03:19:45,57
2016-08-31 17:07:23,-15
2016-08-26 23:46:20,-144
2017-08-11 21:35:32,-41
2016-07-10 10:35:33,9
2017-07-20 05:49:44,21
2017-02-25 07:14:13,47
